Date,Track,RaceNumber,HorseNumber,HorseName,Weight,RSRLastRun,Barrier,Jockey,Odds,Trainer,RunsFromSpell,DaysSinceLastRun,LastStartFinishPosition,Distance,Age,Starts,FinishPosition,RSR,IsFirstTimeRacer
7/11/2023,Gold Coast Poly,6,9,Ready Enable,54.0,61.80000034,2,Ms C Eaton,26.0,Ms T Timbery,8,10.0,6.0,1540,5,19.0,5,35.64285714,0
7/11/2023,Hobart,1,1,Capital Cheval,58.5,68.43749992,1,B Muhcu,6.0,Jessie Bazan,7,27.0,5.0,1390,4,8.0,1,80.1,0
7/11/2023,Hobart,1,2,Crafty Boss,58.5,73.23571429,3,D Pires,2.900000095,J L Keys,2,20.0,2.0,1390,4,3.0,2,75.54964038,0
7/11/2023,Hobart,1,3,Need An Escort,58.5,-1.0,7,K Sanderson,61.0,J L Keys,0,1460.0,-1.0,1390,4,0.0,12,59.92014426,1
7/11/2023,Hobart,1,4,Rafael's Raid,54.5,65.53333302,13,Ryota Morimoto,51.0,J L Keys,1,51.0,7.0,1390,4,1.0,4,68.39280538,0
7/11/2023,Hobart,1,5,Thonatus,57.0,-1.0,10,E Byrne Burke,21.0,Brendan McShane,0,1095.0,-1.0,1390,3,0.0,5,69.40359674,1
7/11/2023,Hobart,1,6,Falcula,56.5,53.04137931,6,Sigrid Carr,61.0,Sigrid Carr,0,107.0,10.0,1390,5,12.0,9,66.6294964,0
7/11/2023,Hobart,1,7,Gonna Be My Girl,56.5,-1.0,2,M Ulucinar,81.0,J F Luttrell,0,1460.0,-1.0,1390,4,0.0,10,65.64028777,1
7/11/2023,Hobart,1,8,La Folie Douce,56.5,71.33333328,12,T Baker,6.5,Sarah Cotton,1,32.0,4.0,1390,4,6.0,13,56.341727,0
7/11/2023,Hobart,1,11,Sakura Hime,57.0,69.93703694,8,B Mc Coull,3.299999952,Yassy Nishitani,0,170.0,3.0,1390,4,5.0,6,69.40359674,0
7/11/2023,Hobart,1,12,Turf Puzzle,55.0,73.65000005,11,Ms T Johnstone,9.5,J L Keys,3,20.0,3.0,1390,4,3.0,3,70.37553957,0
7/11/2023,Hobart,1,13,Ella Dulcie,53.5,-1.0,4,Chelsea Baker,51.0,J L Keys,0,1095.0,-1.0,1390,3,0.0,8,64.2294964,1
7/11/2023,Hobart,1,15,Lady Sarah,54.5,60.5875,5,Chloe Wells,61.0,Ms T Mollross,8,27.0,10.0,1390,6,12.0,7,65.42517948,0
7/11/2023,Hobart,1,19,Gee Gees Desert,52.5,68.36071429,9,Jackson Radley,81.0,J F Luttrell,3,20.0,11.0,1390,4,6.0,11,61.45107914,0
7/11/2023,Hobart,2,1,Buel,57.0,80.24285714,2,Ms T Johnstone,14.0,Sarah Cotton,0,191.0,4.0,1100,4,10.0,4,64.39999988,0
7/11/2023,Hobart,2,2,Freddy'sajetstar,58.5,67.55833355,4,E Byrne Burke,21.0,Adrian Duggan,0,121.0,7.0,1100,6,15.0,6,63.84999976,0
7/11/2023,Hobart,2,3,Mister Manihi,58.5,54.39999952,1,D Pires,10.0,J L Keys,0,173.0,11.0,1100,4,5.0,3,71.35000006,0
7/11/2023,Hobart,2,4,Whiz By,54.5,73.27916667,6,Jackson Radley,4.400000095,J K Blacker,15,11.0,4.0,1100,4,15.0,1,70.4,0
7/11/2023,Hobart,2,5,Es And Es,57.0,-1.0,5,A Darmanin,5.5,G J Stevenson,0,1095.0,-1.0,1100,3,0.0,11,56.15,1
7/11/2023,Hobart,2,7,Shades Of Frost,57.0,-1.0,3,K Sanderson,17.0,G J Stevenson,0,1095.0,-1.0,1100,3,0.0,13,49.14999952,1
7/11/2023,Hobart,2,8,Stratojack,57.0,63.0,9,Sigrid Carr,4.599999905,Ms T Mollross,2,11.0,5.0,1100,3,2.0000000000000018,2,70.39999997,0
7/11/2023,Hobart,2,9,Essie Essie,54.5,54.40000048,13,Chloe Wells,101.0,Brendan McShane,1,27.0,7.0,1100,4,1.0,10,54.64999952,0
7/11/2023,Hobart,2,11,Miss Chica Mala,56.5,70.91249997,11,T Baker,5.0,S Gandy,0,135.0,3.0,1100,4,6.0,7,60.25000048,0
7/11/2023,Hobart,2,13,Zulu Fields,55.0,-1.0,8,Chelsea Baker,31.0,Marion Dalco,0,1460.0,-1.0,1100,4,0.0,9,58.3,1
7/11/2023,Hobart,2,15,Sh'bourne Glory,55.0,-1.0,10,B Muhcu,13.0,Imogen Miller,0,1095.0,-1.0,1100,3,0.0,5,61.54999988,1
7/11/2023,Hobart,3,2,Needs Sugar,58.5,67.34166666,5,T Baker,2.799999952,S Gandy,0,275.0,2.0,1100,3,5.0,5,74.75,0
7/11/2023,Hobart,3,3,Thespian Waters,56.5,71.12916678,1,Sigrid Carr,4.800000191,Sigrid Carr,0,149.0,3.0,1100,3,3.0,1,86.9,0
7/11/2023,Hobart,3,4,Stardarmus,56.0,56.6166671,2,A Darmanin,17.0,J K Blacker,2,11.0,8.0,1100,3,2.0000000000000018,2,79.50000012,0
7/11/2023,Hobart,3,5,Popilita,54.5,77.15,6,E Byrne Burke,3.900000095,G J McCulloch,2,11.0,2.0,1100,3,6.0,3,72.04999952,0
7/11/2023,Hobart,3,6,La Virago,54.0,75.43750005,3,B Muhcu,4.800000191,Imogen Miller,0,65.0,3.0,1100,3,4.0,4,71.64999952,0
7/11/2023,Hobart,3,7,Whats New Pussycat,53.0,67.89999988,4,Chelsea Baker,10.0,R T Carr,1,11.0,3.0,1100,3,1.0,6,67.09999952,0
7/11/2023,Hobart,4,1,Reward Achiever,58.0,73.925,4,Chelsea Baker,6.0,G J Stevenson,3,11.0,7.0,1390,7,33.0,6,74.88201448,0
7/11/2023,Hobart,4,2,Gee Gee Miss Quita,59.0,72.00357143,3,T Baker,4.199999809,S Gandy,2,32.0,2.0,1390,5,28.0,2,81.61726616,0
7/11/2023,Hobart,4,3,Freak On A Lead,58.5,79.39166678,2,D Pires,5.0,J L Keys,2,27.0,6.0,1390,6,30.0,1,82.8,0
7/11/2023,Hobart,4,4,Hot Relation,58.5,76.840625,1,Sigrid Carr,3.099999905,Yassy Nishitani,7,27.0,4.0,1390,6,37.0,4,80.03021587,0
7/11/2023,Hobart,4,5,Ethical Dilemma,58.0,78.84285705,5,B Muhcu,9.0,P H Luttrell,7,11.0,5.0,1390,8,59.0,3,79.82805765,0
7/11/2023,Hobart,4,6,Gee Gee Can Win,58.0,79.23571429,6,B Mc Coull,6.5,L D & T Wells,4,11.0,3.0,1390,6,36.0,5,75.47553957,0
7/11/2023,Hobart,5,1,Monte Bianco,59.0,74.728125,2,D M Ganderton,2.299999952,M A Ganderton,4,27.0,2.0,2100,5,16.0,4,75.29999996,0
7/11/2023,Hobart,5,2,Page,58.5,68.76875008,4,Sigrid Carr,9.5,J K Blacker,7,11.0,8.0,2100,5,30.0,7,72.19999986,0
7/11/2023,Hobart,5,3,Captain Morgan,57.5,70.94687508,6,B Muhcu,12.0,P H Luttrell,6,11.0,7.0,2100,8,62.0,6,72.89999986,0
7/11/2023,Hobart,5,4,No Surprises,57.0,62.13437504,7,T Baker,7.5,R T Carr,7,6.0,4.0,2100,5,13.0,8,53.75000057,0
7/11/2023,Hobart,5,5,Reward For Rosie,53.0,66.70625,5,Tayah Stalker,18.0,G J Stevenson,10,20.0,7.0,2100,6,16.0,1,72.9,0
7/11/2023,Hobart,5,6,Renascence,53.5,49.47499963,8,Ms T Johnstone,20.0,J F Luttrell,36,27.0,7.0,2100,8,69.0,2,73.0,0
7/11/2023,Hobart,5,7,Indigo Girls,51.5,74.40000029,1,Jackson Radley,4.400000095,G J McCulloch,10,6.0,7.0,2100,6,34.0,5,68.25000007,0
7/11/2023,Hobart,5,8,Further North,54.0,70.48750008,3,A Darmanin,8.5,J K Blacker,7,20.0,5.0,2100,8,33.0,3,71.60000004,0
7/11/2023,Hobart,6,1,Under His Eye,58.0,64.25,6,K Sanderson,10.0,Adrian Duggan,1,11.0,9.0,1100,7,42.0,8,68.40000024,0
7/11/2023,Hobart,6,2,Needs Remembering,57.5,71.51249989,7,M Ulucinar,18.0,T W Evans,5,20.0,6.0,1100,5,21.0,10,60.75,0
7/11/2023,Hobart,6,3,Day Performer,57.0,61.70000044,1,T Baker,5.5,Sigrid Carr,0,100.0,13.0,1100,6,29.0,6,71.85000006,0
7/11/2023,Hobart,6,4,Ensnare,53.0,70.55000024,3,Jackson Radley,8.5,G J McCulloch,5,6.0,6.0,1100,5,21.0,4,69.90000006,0
7/11/2023,Hobart,6,5,Volkanovski,57.0,64.4875,2,A Darmanin,13.0,J F Luttrell,24,27.0,5.0,1100,4,24.0,5,72.59999994,0
7/11/2023,Hobart,6,6,Elmajay,56.0,70.99999978,8,D Pires,4.199999809,S Gandy,5,11.0,4.0,1100,4,19.0,2,75.55,0
7/11/2023,Hobart,6,7,Tarkine Eagle,53.5,57.9125,4,Chloe Wells,15.0,Ms T Mollross,0,65.0,10.0,1100,5,26.0,9,63.8,0
7/11/2023,Hobart,6,8,Nev's Boy,53.5,70.67083311,10,Ms T Johnstone,5.5,J F Luttrell,7,32.0,8.0,1100,6,44.0,3,70.30000006,0
7/11/2023,Hobart,6,9,Gee Gee Goldenlass,53.0,73.73750011,9,Chelsea Baker,8.5,Cameron Thompson,0,65.0,11.0,1100,6,39.0,1,73.4,0
7/11/2023,Hobart,6,10,Tidal,54.0,67.03934641,5,B Muhcu,11.0,Bradley Franklin,2,44.0,9.0,1100,6,25.0,7,68.19999976,0
7/11/2023,Hobart,7,1,Happy Clan,59.0,57.55000014,9,K Sanderson,15.0,J L Keys,0,191.0,5.0,1390,4,11.0,3,76.70863308,0
7/11/2023,Hobart,7,2,Conumdrum,56.0,74.1,5,Ms T Johnstone,1.899999976,Sarah Cotton,1,20.0,1.0,1390,6,6.0,1,75.1,0
7/11/2023,Hobart,7,3,Londiani,57.0,71.02499998,1,D Pires,3.599999905,J L Keys,8,32.0,2.0,1390,5,15.0,2,75.3064748,0
7/11/2023,Hobart,7,4,Vanity Star,57.0,69.61874984,6,A Darmanin,11.0,Marion Dalco,0,86.0,5.0,1390,5,18.0,7,61.65539606,0
7/11/2023,Hobart,7,5,Richmond Palace,56.0,70.26666656,7,E Byrne Burke,12.0,Brendan McShane,1,27.0,3.0,1390,6,14.0,8,56.89856153,0
7/11/2023,Hobart,7,7,Launnie Nights,53.0,63.409375,8,Chloe Wells,71.0,Brendan McShane,1,11.0,11.0,1390,6,25.0,6,63.40143923,0
7/11/2023,Hobart,7,8,Punter,55.0,73.0,10,B Muhcu,19.0,J F Luttrell,9,20.0,4.0,1390,6,36.0,4,70.14532393,0
7/11/2023,Hobart,7,9,Gee Gees Choris,53.0,69.08928571,2,Chelsea Baker,21.0,Stephen Lockhart,4,20.0,4.0,1390,5,16.0,10,47.77194169,0
7/11/2023,Hobart,7,10,Expensive Mistake,54.0,61.46875,4,T Baker,20.0,J K Blacker,9,11.0,10.0,1390,5,18.0,9,55.10071905,0
7/11/2023,Hobart,7,11,Wheelknot,53.0,63.37857143,3,Jackson Radley,41.0,J K Blacker,5,20.0,6.0,1390,5,15.0,5,67.5561153,0
7/11/2023,Kembla Grange,1,2,Andalus,59.0,82.99696969,4,A B Collett,1.350000024,J A O'Shea,2,17.0,2.0,2000,4,15.0,1,82.8,0
7/11/2023,Kembla Grange,1,3,Hardazhell,59.0,65.7,1,S Guymer,17.0,Ms J Hoy,3,9.0,1.0,2000,4,9.0,4,74.40000014,0
7/11/2023,Kembla Grange,1,4,Storm De Lune,59.0,68.7,6,Mitchell Bell,31.0,Ms D Poidevin-Laine,9,17.0,6.0,2000,5,22.0,5,73.65000014,0
7/11/2023,Kembla Grange,1,7,Girl With Balloon,57.0,72.10000014,2,K S Latham,3.900000095,David Payne,1,21.0,2.0,2000,5,7.0,3,76.25000007,0
7/11/2023,Kembla Grange,1,8,Flash Piper,54.5,52.61986283,5,Julia Presits,101.0,John L Morrison,8,9.0,9.0,2000,7,12.0,6,43.79999943,0
7/11/2023,Kembla Grange,1,9,Laskarina,55.0,70.59999998,3,H Van Der Hoven,11.0,K J Parker,2,10.0,5.0,2000,4,7.0,2,75.85,0
7/11/2023,Kembla Grange,2,1,Balmierro,57.0,48.5958329,6,L Magorrian,18.0,J G Sargent,2,17.0,6.0,1400,3,4.0,4,75.98214295,0
7/11/2023,Kembla Grange,2,3,Mulvader,57.0,57.86538459,7,Ms J Taylor,10.0,Ms T Bateup,2,21.0,2.0,1400,3,2.0000000000000018,3,76.76785719,0
7/11/2023,Kembla Grange,2,5,Shadow Express,57.0,-1.0,9,R Hutchings,61.0,Blake Ryan,0,1095.0,-1.0,1400,3,0.0,7,65.37500037,1
7/11/2023,Kembla Grange,2,7,Blind Date,55.0,62.55714323,4,Deanne Panya,71.0,M C Conners,0,133.0,7.0,1400,3,6.0,6,64.36428553,0
7/11/2023,Kembla Grange,2,8,Brave Agenda,52.0,72.6961539,8,Olivia Chambers,3.0,R & L Price,1,18.999999999999996,2.0,1400,3,7.0,1,76.5,0
7/11/2023,Kembla Grange,2,9,Callistemon,52.0,74.30769228,1,Jess Del Frari,2.25,K J Parker,2,10.0,2.0,1400,3,4.0,2,72.96428581,0
7/11/2023,Kembla Grange,2,10,Djapana,55.0,57.31666667,2,H Van Der Hoven,9.0,C E Conners,2,17.0,7.0,1400,3,4.0,5,69.8642859,0
7/11/2023,Kembla Grange,2,13,Head Lover,55.0,46.3791671,3,Mitchell Bell,101.0,K J Parker,0,178.0,11.0,1400,3,2.0000000000000018,9,48.45357143,0
7/11/2023,Kembla Grange,2,14,Can Expect Greater,55.0,58.23333328,5,A B Collett,9.5,J C Coyle,1,17.0,5.0,1400,3,1.0,8,62.79285752,0
7/11/2023,Kembla Grange,3,2,Joyrider,58.5,69.63750011,2,S Guymer,6.0,Ms A Turner,1,26.0,2.0,1200,4,9.0,6,63.10416689,0
7/11/2023,Kembla Grange,3,4,Likeabomb,58.0,33.81666754,8,R Hutchings,11.0,Brad Widdup,2,17.0,8.0,1200,3,5.0,1,72.1,0
7/11/2023,Kembla Grange,3,5,Lulumon,57.0,66.5541671,4,A B Collett,6.5,J C Coyle,2,27.0,7.0,1200,3,3.0,2,71.07083333,0
7/11/2023,Kembla Grange,3,6,Miss Bayles,56.5,58.40833333,5,Mitchell Bell,6.5,P & P Snowden,3,17.0,2.0,1200,3,3.0,4,67.92083344,0
7/11/2023,Kembla Grange,3,7,Equipage,55.5,59.75000006,1,K S Latham,2.400000095,James Cummings,0,305.0,4.0,1200,3,1.0,3,67.57916661,0
7/11/2023,Kembla Grange,3,9,Sweet Dixie,52.5,-1.0,9,Olivia Chambers,91.0,R & L Price,0,1095.0,-1.0,1200,3,0.0,9,52.11666623,1
7/11/2023,Kembla Grange,3,10,Brohm Lake,55.0,67.53333311,7,Deanne Panya,13.0,R S Englebrecht,0,160.0,8.0,1200,3,2.0000000000000018,7,60.07500044,0
7/11/2023,Kembla Grange,3,12,True Gem,55.0,54.52500013,6,Ms L Day,18.0,Bjorn Baker,1,29.0,5.0,1200,3,2.0000000000000018,8,55.95,0
7/11/2023,Kembla Grange,3,13,Give It A Nudge,55.0,43.60000095,3,H Van Der Hoven,13.0,Annabel Neasham,0,167.0,8.0,1200,3,2.0000000000000018,5,62.59583355,0
7/11/2023,Kembla Grange,4,2,Joey D'Or,58.0,74.89999994,1,A J Calder,2.299999952,Bjorn Baker,2,12.0,2.0,1200,3,3.0,2,66.97916667,0
7/11/2023,Kembla Grange,4,5,Close Encounter,54.0,54.02500052,5,Jess Del Frari,10.0,K J Parker,2,12.0,11.0,1200,3,2.0000000000000018,6,49.79999913,0
7/11/2023,Kembla Grange,4,7,Ichika,55.5,-1.0,6,Ms L Day,3.299999952,C Maher & D Eustace,0,1095.0,-1.0,1200,3,0.0,4,57.87500022,1
7/11/2023,Kembla Grange,4,9,The Hawkesbury,55.5,-1.0,4,K S Latham,3.599999905,C E Conners,0,1095.0,-1.0,1200,3,0.0,1,73.0,1
7/11/2023,Kembla Grange,4,12,Hajra,55.0,59.3,2,Mitchell Bell,16.0,P & P Snowden,1,18.999999999999996,7.0,1200,3,1.0,3,64.35000022,0
7/11/2023,Kembla Grange,4,13,Royal Trapeze,57.0,51.50000026,3,L Magorrian,26.0,G Portelli,1,12.0,10.0,1200,3,3.0,5,58.61666623,0
7/11/2023,Kembla Grange,5,2,Show No Fear,59.0,-1.0,3,A B Collett,5.5,R & L Price,0,1825.0,-1.0,1000,5,0.0,7,47.17500052,1
7/11/2023,Kembla Grange,5,5,Kewell,57.5,31.925000870000005,1,K Jennings,4.400000095,Brad Widdup,2,17.0,10.0,1000,3,2.0000000000000018,3,74.57499997,0
7/11/2023,Kembla Grange,5,8,Penitent,57.0,63.5,5,Deanne Panya,5.0,R S Englebrecht,1,12.0,6.0,1000,4,7.0,1,75.0,0
7/11/2023,Kembla Grange,5,9,Skiting,55.0,-1.0,4,B Panya,26.0,J M Sharah,0,1825.0,-1.0,1000,5,0.0,8,43.42500105,1
7/11/2023,Kembla Grange,5,10,Brisket,53.5,66.80000012,9,Julia Presits,4.199999809,G Portelli,0,107.0,4.0,1000,3,2.0000000000000018,5,47.72500105,0
7/11/2023,Kembla Grange,5,11,Single Benefactor,55.5,59.20555556,6,Ms L Day,11.0,C Maher & D Eustace,1,38.0,9.0,1000,3,1.0,2,73.525,0
7/11/2023,Kembla Grange,5,12,Thaibeefsalade,56.0,62.125,2,S Guymer,5.5,Ross McConville,0,143.0,4.0,1000,3,1.0,4,58.80000026,0
7/11/2023,Kembla Grange,5,13,Hallowed County,59.0,19.32499825,7,L Magorrian,151.0,Luke Musson,1,17.0,13.0,1000,5,11.0,9,46.35,0
7/11/2023,Kembla Grange,5,14,Stylish Nic,57.5,56.09999948,8,H Van Der Hoven,21.0,Ms A Turner,1,26.0,7.0,1000,3,3.0,6,48.72500052,0
7/11/2023,Kembla Grange,6,1,Akaka Falls,61.0,74.77500007,1,A B Collett,6.5,Brad Widdup,1,20.0,5.0,1000,6,24.0,2,80.325,0
7/11/2023,Kembla Grange,6,2,Sunzou,60.5,75.11999979,4,K Jennings,3.0,Nathan Doyle,6,13.0,7.0,1000,4,11.0,5,74.15000026,0
7/11/2023,Kembla Grange,6,3,Zenti,60.5,73.575,5,Ms R Freeman-Key,6.0,Benjamin Smith,1,12.0,2.0,1000,5,10.0,4,74.97500013,0
7/11/2023,Kembla Grange,6,5,Rebel Dean,60.0,68.44999976,2,K S Latham,3.099999905,R & L Price,0,101.0,10.0,1000,4,10.0,3,78.69999997,0
7/11/2023,Kembla Grange,6,8,Good Lieutenant,57.0,74.75000013,3,S Guymer,5.5,Matthew Smith,0,155.0,5.0,1000,4,10.0,1,78.5,0
7/11/2023,Kembla Grange,7,2,Tulla Park,60.0,72.3625,8,B Panya,11.0,Tash Burleigh,2,18.0,3.0,1200,6,24.0,2,77.21666667,0
7/11/2023,Kembla Grange,7,3,Cable Tie,60.0,62.18333377,1,R Hutchings,4.0,John Thompson,6,5.0,7.0,1200,4,10.0,8,65.30000044,0
7/11/2023,Kembla Grange,7,4,London,60.0,67.75,3,K Jennings,10.0,J M Austin,1,30.0,5.0,1200,4,11.0,3,76.29999978,0
7/11/2023,Kembla Grange,7,5,Dawn Issue,59.5,86.5,4,H Van Der Hoven,4.599999905,Annabel Neasham,0,243.0,1.0,1200,5,5.0,5,73.83750011,0
7/11/2023,Kembla Grange,7,8,Mancconi,58.5,80.07142857,6,L Magorrian,6.5,B M Lazzarini,12,17.0,4.0,1200,6,39.0,6,72.35000022,0
7/11/2023,Kembla Grange,7,12,Gold Dust,55.5,72.9,2,A B Collett,4.400000095,J A O'Shea,2,30.0,1.0,1200,3,2.0000000000000018,7,69.72083322,0
7/11/2023,Kembla Grange,7,14,Jamberoo,57.5,59.65000026,5,Peter Wells,26.0,Ms D Poidevin-Laine,0,133.0,7.0,1200,4,7.0,1,79.8,0
7/11/2023,Kembla Grange,7,15,Noble Attack,55.5,69.6458329,7,K S Latham,8.0,R & L Price,1,12.0,3.0,1200,5,16.0,4,72.47083333,0
7/11/2023,Kembla Grange,8,2,Socrates,58.0,79.21249999,3,Benjamin Osmond,2.099999905,James Ponsonby,10,12.0,3.0,1600,6,37.0,1,84.6,0
7/11/2023,Kembla Grange,8,4,Zegalo,60.0,71.2,6,K S Latham,8.5,Mike Cattell,0,196.0,7.0,1600,7,30.0,5,76.746875,0
7/11/2023,Kembla Grange,8,6,Bully For You,58.0,76.2,5,S Guymer,7.0,Ross McConville,9,10.0,1.0,1600,5,25.0,3,82.19375004,0
7/11/2023,Kembla Grange,8,7,Buba,56.5,71.325,2,L Magorrian,5.5,Ms K Waugh,3,10.0,7.0,1600,7,40.0,4,77.89999992,0
7/11/2023,Kembla Grange,8,10,Direct Affect,56.5,73.76785752,1,R Hutchings,6.5,Paul Murray,2,26.0,6.0,1600,5,20.0,6,66.2125,0
7/11/2023,Kembla Grange,8,12,Amigos No More,55.0,66.22187533,4,Ms R Freeman-Key,8.5,Ross McConville,7,10.0,4.0,1600,4,17.0,2,81.51249999,0
7/11/2023,Kembla Grange,9,1,Herb,59.5,78.24615375,3,Ms R Freeman-Key,3.799999952,Benjamin Smith,1,10.0,3.0,1400,5,16.0,4,74.23928567,0
7/11/2023,Kembla Grange,9,2,Sawrey,59.0,74.15000012,10,R Hutchings,5.5,Ross McConville,4,10.0,6.0,1400,5,12.0,2,75.60714285,0
7/11/2023,Kembla Grange,9,3,Acceber,54.5,69.31785789,5,Jess Del Frari,15.0,K J Parker,1,17.0,8.0,1400,4,18.0,5,69.25714281,0
7/11/2023,Kembla Grange,9,4,Lalaguna,57.5,72.67500044,7,Mitchell Bell,7.0,Nathan Doyle,2,24.0,4.0,1400,4,14.0,1,74.8,0
7/11/2023,Kembla Grange,9,6,Left Field,56.5,82.80714285,6,A B Collett,2.450000048,Brad Widdup,3,17.0,2.0,1400,3,5.0,3,73.41071426,0
7/11/2023,Kembla Grange,9,7,Justela,56.0,62.5916671,1,Peter Wells,31.0,K J Parker,1,12.0,6.0,1400,5,5.0,7,67.11785724,0
7/11/2023,Kembla Grange,9,10,Smashing Dancer,55.5,63.45416623,9,K S Latham,21.0,Ms K Waugh,4,12.0,5.0,1400,3,7.0,8,64.75357105,0
7/11/2023,Kembla Grange,9,11,Really Motivated,55.0,65.81249997,4,Ms J Taylor,41.0,D Lane,1,17.0,2.0,1400,4,14.0,6,68.87142857,0
7/11/2023,Kembla Grange,9,12,Tell The Future,56.0,77.84999996,8,S Guymer,51.0,Ross McConville,0,145.0,3.0,1400,4,7.0,9,64.95714267,0
7/11/2023,Kembla Grange,9,13,Blackall,53.0,33.97916754,2,B Panya,101.0,Ross McConville,1,17.0,11.0,1400,6,29.0,10,60.0035718,0
7/11/2023,Morphettville,1,1,Call Me Al,58.0,55.76666649,9,J Potter,11.0,G Richards & D Moyle,3,11.0,9.0,1800,4,9.0,5,69.6388886,0
7/11/2023,Morphettville,1,2,Camberwood,55.0,66.2,3,H Y Yuen,16.0,J F Macmillan,12,6.0,4.0,1800,5,22.0,10,56.39166725,0
7/11/2023,Morphettville,1,3,Canowicakte,58.0,65.32187533,11,J Holder,11.0,Gary & Dean Alexander,2,41.0,7.0,1800,4,2.0000000000000018,11,55.43055497,0
7/11/2023,Morphettville,1,4,Hit The Slopes,58.0,65.11666675,4,Ben Price,3.200000048,W Clarken & N O'Shea,3,11.0,4.0,1800,4,5.0,4,72.69444452,0
7/11/2023,Morphettville,1,5,Hood Rat,58.0,60.85000014,1,Jake Toeroek,17.0,S P Gower,6,20.0,6.0,1800,4,9.0,3,73.00000015,0
7/11/2023,Morphettville,1,6,Jacobs Gate,58.0,58.734851136,5,Lachlan Neindorf,18.0,G Richards & D Moyle,5,16.0,9.0,1800,4,8.0,8,62.91666696,0
7/11/2023,Morphettville,1,7,Ketchikan,56.5,64.91874984,7,Alana Livesey,26.0,Ryan Balfour,2,17.0,12.0,1800,4,11.0,6,68.4388886,0
7/11/2023,Morphettville,1,8,Military Action,58.0,60.20000057,14,Alana Kelly,31.0,J Hickmott & C Riggs,6,6.0,6.0,1800,4,8.0,9,59.70833304,0
7/11/2023,Morphettville,1,9,Mr George,58.0,65.196875132,12,Kayla Crowther,14.0,D I Dodson,2,16.0,2.0,1800,5,3.0,13,50.08333275,0
7/11/2023,Morphettville,1,10,Night Cruiser,58.0,70.25000007,6,R J Hurdle,3.299999952,G Karayannis,10,10.0,3.0,1800,5,17.0,1,78.5,0
7/11/2023,Morphettville,1,11,Pomodoro,58.0,61.25,13,Todd Pannell,101.0,Ryan Balfour,10,36.0,5.0,1800,6,18.0,14,15.402778939999997,0
7/11/2023,Morphettville,1,12,Foxy Eagle,54.0,62.65714286,8,Ms C Munro,151.0,T L Day,1,20.0,9.0,1800,5,12.0,12,50.24444503,0
7/11/2023,Morphettville,1,13,Inagurate,56.0,66.25,2,D Tourneur,15.0,Darren McLeod,8,20.0,3.0,1800,6,16.0,2,74.15000007,0
7/11/2023,Morphettville,1,14,Northkeed,54.5,55.00000017,10,Sophie Logan,151.0,Darren Magro & Aimee Bush,2,11.0,10.0,1800,3,2.0000000000000018,7,62.25555526,0
7/11/2023,Morphettville,2,1,Bandicoot,58.0,42.52500105,7,D Caboche,21.0,J Hickmott & C Riggs,5,41.0,9.0,1050,4,6.0,9,48.40952381,0
7/11/2023,Morphettville,2,2,Lava Lad,58.0,-1.0,2,J Potter,61.0,Ms R Day,0,1460.0,-1.0,1050,4,0.0,7,65.69523785,1
7/11/2023,Morphettville,2,3,San Lucido,58.0,58.69166579,4,D Tourneur,3.099999905,Scott Westover,0,174.0,6.0,1050,4,8.0,3,70.40952375,0
7/11/2023,Morphettville,2,4,The Sting,58.0,-1.0,6,R J Hurdle,13.0,G Karayannis,0,2190.0,-1.0,1050,6,0.0,4,69.62380959,1
7/11/2023,Morphettville,2,5,Fast Bubbles,56.5,-1.0,5,Alana Kelly,9.5,W F Francis & G Kent,0,1095.0,-1.0,1050,3,0.0,8,63.97142882,1
7/11/2023,Morphettville,2,6,Putanothercoinin,56.5,69.02499978,1,Jake Toeroek,2.299999952,R & C Jolly,0,171.0,9.0,1050,3,2.0000000000000018,1,73.4,0
7/11/2023,Morphettville,2,7,Voltage Point,56.5,70.67916667,8,Teagan Voorham,8.0,Chris Bieg,0,129.0,5.0,1050,3,2.0000000000000018,5,68.42380959,0
7/11/2023,Morphettville,2,8,Alexein,54.0,62.78571429,3,Rochelle Milnes,26.0,M W Lewis,0,132.0,6.0,1050,7,4.0,6,65.63809511,0
7/11/2023,Morphettville,2,9,Noitulover,56.0,57.79999948,10,Anna Jordsjo,31.0,M J Seyers,0,226.0,7.0,1050,4,2.0000000000000018,2,72.21428568,0
7/11/2023,Morphettville,2,12,I'm Sensational,54.5,52.24999952,9,Ben Price,101.0,Jon O'Connor,1,11.0,8.0,1050,3,1.0,10,28.061902759999995,0
7/11/2023,Morphettville,3,1,Adopted Son,58.0,57.24999988,7,Alice Lindsay,61.0,J F Macmillan,2,11.0,6.0,1050,4,4.0,8,57.46666667,0
7/11/2023,Morphettville,3,2,Irish Thorn,58.0,47.56071354,11,D Caboche,61.0,John Hyam,0,148.0,13.0,1050,4,3.0,9,57.46666667,0
7/11/2023,Morphettville,3,4,The Creed,58.0,65.69999987,3,Todd Pannell,11.0,K M McAnulty & C Binnie,0,188.0,4.0,1050,4,4.0,7,59.03809499,0
7/11/2023,Morphettville,3,5,Care Too Much,56.5,-1.0,6,J Potter,9.0,W F Francis & G Kent,0,1095.0,-1.0,1050,3,0.0,3,64.64761917,1
7/11/2023,Morphettville,3,6,Great Maximus,56.5,-1.0,8,Jake Toeroek,1.950000048,R & C Jolly,0,1095.0,-1.0,1050,3,0.0,1,74.6,1
