Date,Track,RaceNumber,HorseNumber,HorseName,Weight,RSRLastRun,Barrier,Jockey,Odds,Trainer,RunsFromSpell,DaysSinceLastRun,LastStartFinishPosition,Distance,Age,Starts,FinishPosition,RSR,IsFirstTimeRacer
7/11/2023,Ascot,1,1,Go Go Grommet,58.5,68.13333333,3,Madi Derrick,3.099999905,Tiarnna Robertson,0,110.0,9.0,1000,4,5.0,3,76.97500013,0
7/11/2023,Ascot,1,2,Bayezid,59.0,72.82500026,2,Jarrad Noske,5.0,Tiarnna Robertson,3,13.0,4.0,1000,4,9.0,1,83.7,0
7/11/2023,Ascot,1,3,Deep Point,59.0,63.99999974,4,Clinton Porter,12.0,C & M Gangemi,0,90.0,8.0,1000,4,8.0,6,75.17500026,0
7/11/2023,Ascot,1,4,Rockaria,58.5,65.34999988,1,S Parnham,13.0,T M Wolfe,5,18.999999999999996,5.0,1000,4,7.0,4,75.05,0
7/11/2023,Ascot,1,5,Dreamers Never Die,57.5,61.49583311,5,Chris Parnham,3.299999952,Luke Fernie,0,143.0,8.0,1000,3,3.0,5,74.25,0
7/11/2023,Ascot,1,6,Leading Taddy,57.5,72.22499995,6,S Mc Gruddy,5.5,A W Maley,3,13.0,3.0,1000,3,8.0,2,77.27500007,0
7/11/2023,Ascot,2,1,It's Trumps,58.0,57.71874984,2,Michael Poy,101.0,Robyn Cottman,0,117.0,9.0,1500,8,20.0,12,31.500001400000002,0
7/11/2023,Ascot,2,2,Keep It Hush,56.5,57.74142012,4,Keshaw Dhurun,151.0,Daniel O'Connor,2,12.0,9.0,1500,7,29.0,11,63.11666649,0
7/11/2023,Ascot,2,3,Northeast Eagle,58.0,66.50833348,8,Jarrad Noske,61.0,Tiarnna Robertson,3,13.0,7.0,1500,5,16.0,9,66.51666702,0
7/11/2023,Ascot,2,4,Secrecy,58.0,73.0,5,Joseph Azzopardi,12.0,R C McPherson,1,12.0,2.0,1500,4,8.0,3,77.15000004,0
7/11/2023,Ascot,2,6,Fioreyes,58.0,68.95000029,11,S Mc Gruddy,151.0,A W Maley,0,272.0,9.0,1500,4,2.0000000000000018,10,64.31666649,0
7/11/2023,Ascot,2,7,Autumn Rebel,56.0,80.96785719,10,Clinton Porter,2.099999905,D T McAuliffe,2,17.0,5.0,1500,3,5.0,1,77.2,0
7/11/2023,Ascot,2,8,Full Of Merit,56.0,73.90625,12,Holly Watson,8.0,D M Luciani,4,45.0,6.0,1500,4,7.0,2,76.09999996,0
7/11/2023,Ascot,2,9,Big Player,56.0,68.97446809,7,Chris Parnham,12.0,Luke Fernie,3,12.0,3.0,1500,3,8.0,7,68.03333333,0
7/11/2023,Ascot,2,10,Stylish Lord,56.0,71.26153856,9,S Parnham,16.0,Russell Stewart,2,18.999999999999996,2.0,1500,3,2.0000000000000018,5,74.26666662,0
7/11/2023,Ascot,2,11,Keep A Knockin',56.0,57.70000081,3,P Carbery,151.0,Ryan Hill,1,9.0,11.0,1500,3,2.0000000000000018,8,66.93333351,0
7/11/2023,Ascot,2,12,Grand Reserve,56.0,67.63900719,6,B Parnham,26.0,D L Morton,2,12.0,5.0,1500,3,2.0000000000000018,4,74.26666662,0
7/11/2023,Ascot,2,13,Processio,54.0,71.7072202,1,W Pike,3.400000095,G & A Williams,1,12.0,3.0,1500,3,1.0,6,71.19999983,0
7/11/2023,Ascot,3,1,Beats Of War,60.0,69.09166678,4,Joseph Azzopardi,14.0,D T McAuliffe,2,20.0,10.0,1500,4,6.0,6,69.16666667,0
7/11/2023,Ascot,3,2,Samaria,59.0,66.42485238,7,W Pike,3.700000048,Mitchell Pateman,5,12.0,8.0,1500,5,10.0,7,65.98333298,0
7/11/2023,Ascot,3,3,Kiralui,58.5,71.0,3,Chris Parnham,5.0,D & B Pearce,3,12.0,1.0,1500,4,3.0,5,68.33333342,0
7/11/2023,Ascot,3,4,Marinsky Ballet,58.5,70.36785719,8,Jarrad Noske,9.5,D L Morton,3,9.0,4.0,1500,5,9.0,3,72.18333325,0
7/11/2023,Ascot,3,5,Celebrity Icon,57.5,65.95714323,6,S Parnham,9.0,Luke Fernie,2,27.0,7.0,1500,4,15.0,4,70.09999983,0
7/11/2023,Ascot,3,6,Ima Wild Girl,57.0,74.21785724,2,Clinton Porter,5.5,D & B Pearce,4,17.0,9.0,1500,3,8.0,2,72.08333329,0
7/11/2023,Ascot,3,7,Ecstasy Of Gold,56.5,75.3,1,Holly Watson,7.5,Greg Cave,4,12.0,1.0,1500,3,13.0,1,73.7,0
7/11/2023,Ascot,3,8,Visions Of Grace,56.0,59.21666645,5,B Parnham,9.0,Ms A King,1,13.0,8.0,1500,4,8.0,8,59.55,0
7/11/2023,Ascot,4,1,Odin Omen,59.0,66.46785752,1,S Mc Gruddy,5.5,A W Maley,3,13.0,7.0,1200,3,6.0,7,71.73333333,0
7/11/2023,Ascot,4,2,Playball,59.0,71.03750005,7,B Parnham,6.0,N D Parnham,3,6.0,2.0,1200,3,3.0,4,75.39999978,0
7/11/2023,Ascot,4,3,Transcribe,59.0,-1.0,4,W Pike,8.5,Takahide Ikenushi,0,1095.0,-1.0,1200,3,0.0,5,75.17083333,1
7/11/2023,Ascot,4,4,Weapons Hot,59.0,73.15541513,8,Chris Parnham,11.0,Luke Fernie,3,12.0,2.0,1200,3,3.0,3,77.00416656,0
7/11/2023,Ascot,4,6,Riseanfall,56.5,75.08333332,5,Brandon Louis,4.800000191,Ms J Kelly,2,13.0,2.0,1200,3,2.0000000000000018,2,76.83750005,0
7/11/2023,Ascot,4,7,Cher,57.0,69.8036101,6,Holly Watson,3.799999952,T M Andrews,1,12.0,2.0,1200,3,1.0,1,79.3,0
7/11/2023,Ascot,4,8,Lifeisbutadream,57.0,-1.0,2,Clinton Porter,7.5,Jayson Hines,0,1095.0,-1.0,1200,3,0.0,6,71.50833311,1
7/11/2023,Ascot,4,9,Stolen Valour,56.0,44.72500105,3,S Parnham,51.0,Russell Stewart,2,18.999999999999996,8.0,1200,3,4.0,8,59.70833377,0
7/11/2023,Ascot,5,1,Blazing Tycoon,60.0,69.93214276,5,Jordan Turner,21.0,William Lewthwaite,1,17.0,8.0,1400,8,53.0,5,81.06071419,0
7/11/2023,Ascot,5,2,Long Weekend,58.0,77.12083355,8,Madi Derrick,21.0,William Lewthwaite,5,6.0,8.0,1400,6,24.0,4,80.24642867,0
7/11/2023,Ascot,5,3,Forever Dreaming,56.0,80.72857141,2,Luke Campbell,6.0,C H Webster,5,17.0,3.0,1400,5,20.0,3,79.03928567,0
7/11/2023,Ascot,5,4,Captain Pluto,57.5,71.94999971,1,W Pike,2.5,G & A Williams,0,143.0,11.0,1400,4,8.0,2,81.81071426,0
7/11/2023,Ascot,5,5,Split Jete,57.5,74.82142838,4,Holly Watson,8.0,Steven Burton,4,24.0,12.0,1400,5,24.0,7,72.18571466,0
7/11/2023,Ascot,5,6,Climb On Top,57.0,78.70416656,3,Clinton Porter,3.700000048,D & B Pearce,1,10.0,4.0,1400,4,5.0,1,82.0,0
7/11/2023,Ascot,5,7,Zadar Rock,55.5,75.95,6,Keshaw Dhurun,18.0,J P Taylor,0,108.0,10.0,1400,5,20.0,8,68.81785733,0
7/11/2023,Ascot,5,8,Royal Gap,54.5,77.05,7,S Mc Gruddy,13.0,A W Maley,1,11.0,5.0,1400,5,30.0,6,72.73214276,0
7/11/2023,Ascot,6,1,Mercurius,60.0,77.3,3,Holly Watson,7.5,Steven Burton,5,20.0,1.0,1800,5,16.0,9,66.58333304,0
7/11/2023,Ascot,6,2,Vevinsky,58.0,71.25714267,6,Brandon Louis,7.0,D R Harrison,4,17.0,9.0,1800,5,24.0,5,73.23333319,0
7/11/2023,Ascot,6,3,Ocean Aura,58.5,68.96875,9,Chris Parnham,6.5,P E Roberts,1,20.0,10.0,1800,6,16.0,4,73.78611118,0
7/11/2023,Ascot,6,4,Mingora,58.0,71.728125,5,W Pike,4.400000095,P J Fernie,7,9.0,2.0,1800,5,19.0,2,76.44166665,0
7/11/2023,Ascot,6,5,Devonia,56.5,74.28611118,7,B Parnham,7.0,Brian Kersley,1,20.0,5.0,1800,5,17.0,3,72.49166681,0
7/11/2023,Ascot,6,6,Allaboutthecraic,54.5,74.6,1,S Mc Gruddy,5.0,A W Maley,7,11.0,1.0,1800,5,32.0,6,68.60000015,0
7/11/2023,Ascot,6,7,Gin 'n' Swanic,54.5,71.1,2,S Parnham,21.0,Mack Hall,15,43.0,2.0,1800,6,35.0,8,63.40555556,0
7/11/2023,Ascot,6,8,Gratias Deo,52.5,71.90295827,4,Luke Campbell,9.5,Daniel O'Connor,2,12.0,5.0,1800,6,19.0,1,72.5,0
7/11/2023,Ascot,6,9,Tell Nothin',54.5,48.85,8,Michael Poy,26.0,Ms J Mitchell,7,27.0,8.0,1800,5,26.0,7,66.91944474,0
7/11/2023,Ascot,7,1,Feuding,59.5,76.025,6,Jarrad Noske,11.0,D L Morton,6,17.0,5.0,2150,5,22.0,5,79.35000004,0
7/11/2023,Ascot,7,2,Dun With The Blues,59.0,78.6,4,Clinton Porter,2.400000095,D & B Pearce,5,43.0,1.0,2150,4,8.0,3,79.70000004,0
7/11/2023,Ascot,7,4,Big Swoop,58.5,77.0,2,S Parnham,15.0,R J Malpass,3,20.0,1.0,2150,6,41.0,9,68.49999943,0
7/11/2023,Ascot,7,5,Mystical Man,58.0,72.15000014,8,P Carbery,31.0,Mollie Clark,7,10.0,11.0,2150,6,26.0,4,78.30000007,0
7/11/2023,Ascot,7,6,Toni's Spirit,58.0,77.55,10,Michael Poy,7.0,Jordan Rolfe,6,10.0,3.0,2150,5,8.0,2,79.95000002,0
7/11/2023,Ascot,7,7,Niigata,56.5,74.07499993,7,Joseph Azzopardi,15.0,D T McAuliffe,1,20.0,7.0,2150,5,31.0,6,73.94999986,0
7/11/2023,Ascot,7,8,God's Garden,56.0,77.95000007,9,Jordan Turner,9.5,Sue Olive,10,10.0,5.0,2150,6,13.0,7,72.04999986,0
7/11/2023,Ascot,7,9,Queen Of Jerusalem,56.0,72.69999971,11,C Staples,61.0,Greg Cave,7,10.0,12.0,2150,5,21.0,10,66.35000029,0
7/11/2023,Ascot,7,10,Grace Du Roi,55.5,72.4187497,3,Chris Parnham,26.0,T D Tasker,7,3.0,8.0,2150,5,21.0,11,62.34999943,0
7/11/2023,Ascot,7,11,My Fair Balentine,53.0,65.14999943,1,Luke Campbell,31.0,Ms S L Miller,9,9.0,5.0,2150,7,52.0,8,66.35000014,0
7/11/2023,Ascot,7,12,Ocean Queen,55.0,73.57499993,5,W Pike,4.599999905,Michael Grantham,5,20.0,5.0,2150,4,10.0,1,78.6,0
7/11/2023,Ascot,8,1,Super Smink,58.0,86.5,1,Chris Parnham,1.549999952,D L Morton,1,10.0,1.0,1400,3,6.0,2,86.84642867,0
7/11/2023,Ascot,8,2,More Special,55.0,68.64999989,8,C Staples,81.0,P H Jordan,1,17.0,4.0,1400,3,12.0,11,74.23214286,0
7/11/2023,Ascot,8,4,Paris Calling,55.0,78.72500002,10,S Mc Gruddy,19.0,T M Andrews,2,13.0,2.0,1400,3,6.0,5,79.53571438,0
7/11/2023,Ascot,8,5,Generosity,55.0,67.73333328,6,P Carbery,12.0,Simon Miller,2,17.0,5.0,1400,3,4.0,4,79.92857162,0
7/11/2023,Ascot,8,6,Guarding Heaven,54.0,79.3,11,B Parnham,101.0,Ryan Hill,2,18.999999999999996,1.0,1400,3,9.0,6,78.34285714,0
7/11/2023,Ascot,8,7,Ayumi,54.0,66.08333344,5,Michael Poy,31.0,T M Andrews,2,13.0,5.0,1400,3,5.0,9,76.7714282,0
7/11/2023,Ascot,8,8,Miss Rockjoy,54.0,65.57083333,7,Jordan Turner,101.0,Sue Olive,4,13.0,3.0,1400,3,8.0,3,81.09285733,0
7/11/2023,Ascot,8,9,Chollima,54.0,78.5,9,Clinton Porter,6.5,D T McAuliffe,1,12.0,1.0,1400,3,3.0,7,77.36071429,0
7/11/2023,Ascot,8,10,Keshi Boom,54.0,76.5,3,W Pike,6.0,G & A Williams,1,27.0,1.0,1400,3,2.0000000000000018,1,86.2,0
7/11/2023,Ascot,8,11,Hoba Meteor,54.0,66.88750022,2,Holly Watson,71.0,D M Luciani,4,13.0,2.0,1400,3,4.0,8,76.96785752,0
7/11/2023,Ascot,8,12,Janny,54.0,73.1,4,Joseph Azzopardi,61.0,G & A Williams,2,12.0,1.0,1400,3,4.0,10,76.37857143,0
7/11/2023,Ascot,9,1,Becalotti,58.5,81.10000009,10,Madi Derrick,3.0,Tiarnna Robertson,7,10.0,7.0,1200,4,10.0,3,77.87500011,0
7/11/2023,Ascot,9,3,Mocha Dream,59.5,79.7,2,Clinton Porter,8.0,A G Durrant,2,11.0,1.0,1200,4,9.0,8,73.17500044,0
7/11/2023,Ascot,9,4,Aiyza,58.5,64.78928646,5,Holly Watson,51.0,Matthew Scott,0,108.0,7.0,1200,4,19.0,7,73.97916667,0
7/11/2023,Ascot,9,5,Kings Sicario,58.0,78.95357143,4,B Parnham,7.0,C & M Gangemi,0,146.0,4.0,1200,4,9.0,2,79.76666664,0
7/11/2023,Ascot,9,6,Magnalee,58.0,77.93333333,9,Joseph Azzopardi,21.0,D R Harrison,0,174.0,5.0,1200,4,12.0,10,71.51666645,0
7/11/2023,Ascot,9,7,Galancy,56.5,72.81666645,6,Michael Poy,19.0,V A Brockman,0,90.0,6.0,1200,5,14.0,4,76.04583339,0
7/11/2023,Ascot,9,8,Stormy Tawny,56.5,77.74999994,11,W Pike,5.0,G & A Williams,3,30.0,3.0,1200,4,7.0,1,80.4,0
7/11/2023,Ascot,9,9,Bin Shalaa,55.0,71.24999974,8,S Parnham,61.0,Ryan Hill,3,13.0,5.0,1200,5,29.0,11,66.36666689,0
7/11/2023,Ascot,9,10,Sabino,55.0,68.32692328,7,Chris Parnham,21.0,N D Parnham,8,18.999999999999996,7.0,1200,6,26.0,6,73.24166689,0
7/11/2023,Ascot,9,11,Scorpion Ruler,54.0,72.7,1,S Mc Gruddy,5.0,Joshua Krispyn,1,12.0,1.0,1200,3,1.0,5,72.89999978,0
7/11/2023,Ascot,9,12,Tiny'n'tuff,52.0,78.9,3,Luke Campbell,101.0,Matthew Scott,37,10.0,1.0,1200,5,51.0,9,66.71666645,0
7/11/2023,Bunbury,1,1,Brave Spirit,57.0,80.95357143,3,P Harvey,1.600000024,S J Wolfe,3,17.0,3.0,1420,3,4.0,2,74.3584507,0
7/11/2023,Bunbury,1,2,Skytalker,57.0,73.07083333,7,J Whiting,3.200000048,Indianna Weinert,1,13.0,5.0,1420,3,2.0000000000000018,5,70.67887305,0
7/11/2023,Bunbury,1,3,Fly With Caution,57.0,61.65769271,9,Kristy Bennett,31.0,R M Witten,0,82.0,7.0,1420,3,2.0000000000000018,1,79.2,0
7/11/2023,Bunbury,1,4,Ezelove,57.0,58.7829791,4,Jade Mc Naught,71.0,Ms M J Midgley,2,12.0,7.0,1420,3,2.0000000000000018,8,62.9323951,0
7/11/2023,Bunbury,1,5,Tamleo,54.0,55.64440433,8,Cassey Martinan,101.0,Joshua McLeod,1,12.0,9.0,1420,3,1.0,9,21.02535359,0
7/11/2023,Bunbury,1,6,Omerta Grace,55.0,-1.0,5,Brayden Gaerth,21.0,J F Miller,0,1095.0,-1.0,1420,3,0.0,6,66.36760526,1
7/11/2023,Bunbury,1,7,Let Sparks Fly,55.0,69.37446809,6,Lucy Warwick,7.0,D & B Pearce,3,12.0,2.0,1420,3,3.0,3,71.20915502,0
7/11/2023,Bunbury,1,8,Dark Mist,55.0,60.98794289,2,Ms K Yuill,41.0,Ms D Riordan,1,12.0,8.0,1420,3,1.0,7,64.23732376,0
7/11/2023,Bunbury,1,9,Right To Silence,55.0,59.49025271,1,Austin Galati,71.0,C G Willis,1,12.0,11.0,1420,3,1.0,4,69.27253484,0
7/11/2023,Bunbury,2,1,Moon Dog,55.0,65.28757412,2,Ava Catarino,61.0,David Catarino,4,12.0,6.0,1705,6,32.0,10,57.25483902,0
7/11/2023,Bunbury,2,2,The Mighty Butch,58.0,63.6382975,10,J Brown,31.0,Jeremy Easthope,8,12.0,6.0,1705,4,15.0,7,64.00967742,0
7/11/2023,Bunbury,2,3,Coventry Reef,58.0,70.0473372,6,Alan Kennedy,5.0,Ms R Nairn,2,12.0,2.0,1705,4,9.0,2,72.07419355,0
7/11/2023,Bunbury,2,4,Killarney,58.0,69.39644967,8,Ms K Yuill,4.800000191,Takahide Ikenushi,2,12.0,3.0,1705,4,4.0,5,69.97741943,0
7/11/2023,Bunbury,2,5,Flash Paddy,58.0,71.04964539,9,P Harvey,2.25,Ms R L Mills,1,12.0,4.0,1705,4,4.0,3,71.91290338,0
7/11/2023,Bunbury,2,6,Tribal Ruler,56.0,70.47500019,1,Brayden Gaerth,6.5,Robert Gulberti,1,11.0,3.0,1705,4,3.0,6,66.11935515,0
7/11/2023,Bunbury,2,7,Whaitiri,56.0,66.46745547,4,J Whiting,15.0,G A Crispin,2,12.0,4.0,1705,6,39.0,4,68.70000015,0
7/11/2023,Bunbury,2,8,Henry Has Spoken,54.5,71.91388896,5,Victora Corver,15.0,E D Philp,7,13.0,3.0,1705,4,15.0,1,72.5,0
7/11/2023,Bunbury,2,9,Prix D'Amour,53.0,59.10414263,7,Cassey Martinan,41.0,Jeremy Easthope,4,12.0,8.0,1705,4,8.0,9,59.36451598,0
7/11/2023,Bunbury,2,10,Cosmic Smile,56.0,53.31428534,3,Austin Galati,101.0,Raquel Reid,3,10.0,5.0,1705,4,3.0,8,61.92580614,0
7/11/2023,Bunbury,3,1,Super Snippy,56.0,67.22761686,8,Brayden Gaerth,3.099999905,Robert Gulberti,1,12.0,5.0,1116,4,6.0,4,67.0931902,0
7/11/2023,Bunbury,3,2,My Lovely Pet,58.0,67.98429609,6,J Whiting,11.0,L P Luciani,5,12.0,5.0,1116,4,11.0,8,60.5614693,0
7/11/2023,Bunbury,3,3,Run Rupi Run,58.0,62.2083329,12,Austin Galati,21.0,William Lewthwaite,2,11.0,8.0,1116,4,7.0,9,60.31505376,0
7/11/2023,Bunbury,3,4,Nitronic,58.0,62.83846174,10,Alan Kennedy,12.0,T W Crosby,0,282.0,7.0,1116,5,7.0,3,68.93960573,0
7/11/2023,Bunbury,3,5,Zing To Win,56.0,51.77500052,2,Lucy Warwick,7.0,D & B Pearce,1,27.0,9.0,1116,3,3.0,1,73.5,0
7/11/2023,Bunbury,3,6,Chewing The Fat,57.0,49.87500026,4,P Harvey,61.0,G A Crispin,1,27.0,10.0,1116,3,2.0000000000000018,11,53.60107621,0
7/11/2023,Bunbury,3,7,More Than Enuff,56.0,-1.0,5,J Brown,6.5,S J Miller,0,1095.0,-1.0,1116,3,0.0,2,68.32526905,1
7/11/2023,Bunbury,3,8,One Above All,56.0,-1.0,3,Ms K Yuill,4.400000095,M L Lane,0,1095.0,-1.0,1116,3,0.0,10,57.72939045,1
7/11/2023,Bunbury,3,9,Reindeer Games,56.0,-1.0,9,Kristy Bennett,151.0,Ms K Farrell,0,1460.0,-1.0,1116,4,0.0,12,42.2051976,1
7/11/2023,Bunbury,3,10,Lucky Lily,52.5,65.99873634,1,Victora Corver,19.0,Michelle Hagley,1,12.0,8.0,1116,3,1.0,5,63.06111135,0
7/11/2023,Bunbury,3,11,Five Rules,54.0,-1.0,11,Jade Mc Naught,31.0,Brandon Fiore,0,1095.0,-1.0,1116,3,0.0,7,59.0863804,1
7/11/2023,Bunbury,3,12,Lead By Example,51.0,-1.0,7,Cassey Martinan,19.0,Jeremy Easthope,0,1095.0,-1.0,1116,3,0.0,6,60.87544803,1
7/11/2023,Bunbury,4,1,Cohen's Pan,58.0,55.56666737,3,Kristy Bennett,101.0,Ms M J Midgley,0,124.0,11.0,1420,5,18.0,14,25.655632330000003,0
7/11/2023,Bunbury,4,2,Speak To Me,58.0,71.6347518,12,Alan Kennedy,3.5,P J Giadresco,1,12.0,3.0,1420,4,4.0,1,79.3,0
7/11/2023,Bunbury,4,3,Authorative,56.0,69.87943258,10,Brayden Gaerth,13.0,Michael Grantham,1,12.0,5.0,1420,4,4.0,10,62.01337954,0
7/11/2023,Bunbury,4,4,Manganui,58.0,56.94079375,8,P Harvey,7.0,Ms A King,1,12.0,7.0,1420,4,4.0,3,74.07112667,0
7/11/2023,Bunbury,4,5,Alnaud,58.0,62.32187484,4,J Brown,51.0,Kirryn Scallan,0,181.0,6.0,1420,5,6.0,11,62.45140882,0
7/11/2023,Bunbury,4,8,Mining Legend,56.0,67.24893617,1,Austin Galati,6.0,S J Miller,2,12.0,6.0,1420,3,5.0,9,64.14366197,0
7/11/2023,Bunbury,4,9,Hot Rhumba,53.0,59.99285696,13,Ava Catarino,61.0,T W Crosby,3,10.0,3.0,1420,5,10.0,8,65.03591512,0
7/11/2023,Bunbury,4,10,Ciao Bloomy,56.0,72.74999989,5,J Whiting,3.900000095,Ms S Bakranich,1,11.0,3.0,1420,4,4.0,2,73.82676056,0
7/11/2023,Bunbury,4,11,Champ La Dane,56.0,55.25177231,2,Jade Mc Naught,31.0,Ms S L Miller,3,12.0,10.0,1420,4,4.0,6,68.01690141,0
7/11/2023,Bunbury,4,12,Mon Mon,53.0,50.99078089,11,Cassey Martinan,151.0,Ms M J Midgley,3,12.0,13.0,1420,4,6.0,13,51.67323981,0
7/11/2023,Bunbury,4,13,Miss Graphene,56.0,70.49166678,6,Ms K Yuill,7.0,D & B Pearce,1,20.0,8.0,1420,4,1.0,7,67.82323962,0
7/11/2023,Bunbury,4,14,Rocking Society,56.0,-1.0,7,Lucy Warwick,15.0,J F Miller,0,1095.0,-1.0,1420,3,0.0,5,68.2105632,1
7/11/2023,Bunbury,4,15,The Big Galoot,56.5,57.89259904,9,Victora Corver,101.0,Dom Celisano,1,12.0,8.0,1420,5,4.0,12,58.34647924,0
7/11/2023,Bunbury,5,1,Red Dwarf,60.0,59.90000075,1,Alan Kennedy,17.0,Dom Celisano,8,17.0,11.0,1705,8,19.0,6,74.54516098,0
7/11/2023,Bunbury,5,2,Arcadia Star,56.5,70.81597664,8,Brayden Gaerth,6.5,Michael Grantham,2,12.0,9.0,1705,4,11.0,5,72.06774209,0
7/11/2023,Bunbury,5,3,I Love Your Smile,58.5,84.55000007,2,Lucy Warwick,1.950000048,Brandon Fiore,0,115.0,4.0,1705,4,11.0,1,82.7,0
7/11/2023,Bunbury,5,4,Bobsled,54.5,75.57100599,6,Cassey Martinan,9.5,M E Byas,1,12.0,3.0,1705,6,31.0,4,72.24193548,0
7/11/2023,Bunbury,5,5,Buckeye Bullet,57.5,71.37500016,4,Jade Mc Naught,13.0,Ms S Bakranich,1,20.0,8.0,1705,6,17.0,2,80.44838714,0
7/11/2023,Bunbury,5,6,Predetermined,57.0,68.51874992,5,Austin Galati,18.0,Aaron Pateman,4,9.0,5.0,1705,5,22.0,7,71.82258065,0
7/11/2023,Bunbury,5,8,See Ya Champ,55.0,74.35312516,7,J Whiting,5.0,G C Ballantyne,8,20.0,5.0,1705,7,41.0,3,73.28709693,0
7/11/2023,Bunbury,5,9,Shadow Girl,53.0,58.48124967,3,Victora Corver,20.0,G A Crispin,6,20.0,13.0,1705,7,34.0,8,66.36451598,0
7/11/2023,Bunbury,6,1,Manavendra,60.0,71.85,6,Alan Kennedy,9.0,D & B Pearce,0,143.0,10.0,1216,4,12.0,6,74.88782873,0
7/11/2023,Bunbury,6,2,Material Witness,59.0,75.99999994,1,Austin Galati,8.5,William Lewthwaite,5,11.0,2.0,1216,7,34.0,5,76.57549299,0
7/11/2023,Bunbury,6,3,Jelly Can Run,58.5,75.04166689,7,J Whiting,5.5,G C Ballantyne,0,66.0,5.0,1216,4,7.0,4,78.66315779,0
7/11/2023,Bunbury,6,4,Manhattan Strip,58.5,76.84999971,5,Lucy Warwick,3.799999952,D & B Pearce,0,129.0,7.0,1216,4,12.0,3,82.28157889,0
7/11/2023,Bunbury,6,5,Comealilbitcloser,55.0,70.47698665,3,Brayden Gaerth,18.0,L P Luciani,1,12.0,7.0,1216,6,46.0,8,68.62631557,0
7/11/2023,Bunbury,6,6,So Likable,56.5,74.99642848,4,Jade Mc Naught,9.0,Hayden Ballantyne,3,17.0,7.0,1216,5,26.0,2,81.360033,0
7/11/2023,Bunbury,6,7,Dream Evil,55.5,79.4,2,Ms K Yuill,3.099999905,G W Dupre,1,20.0,1.0,1216,6,23.0,1,83.5,0
7/11/2023,Bunbury,6,8,Wheatstack Thief,55.5,64.15,8,J Brown,31.0,Ms F J Hossell,0,228.0,10.0,1216,6,24.0,9,55.00493335,0
7/11/2023,Bunbury,6,9,Master Buddha,52.0,74.725,9,Cassey Martinan,41.0,Joshua McLeod,3,10.0,3.0,1216,5,27.0,7,66.90476995,0
7/11/2023,Bunbury,7,2,Field Of Battle,60.0,71.8,1,Jade Mc Naught,9.0,Ms S L Miller,5,30.0,1.0,1216,5,16.0,6,69.53388163,0
7/11/2023,Bunbury,7,3,Simply Rosso,60.0,69.99166672,2,Alan Kennedy,3.299999952,M L Lane,0,82.0,5.0,1216,4,5.0,4,71.56924342,0
7/11/2023,Bunbury,7,4,After Party,59.0,75.04999989,5,P Harvey,2.700000048,R W Price,1,20.0,4.0,1216,6,7.0,2,71.9,0
7/11/2023,Bunbury,7,5,Western Impact,59.0,72.15416645,3,Ms K Yuill,7.5,Ms R L Mills,1,10.0,2.0,1216,4,6.0,8,57.42631557,0
7/11/2023,Bunbury,7,6,Albiton,58.5,66.43750011,8,Austin Galati,14.0,Ms S Naylor,0,83.0,5.0,1216,5,7.0,1,71.5,0
7/11/2023,Bunbury,7,8,Coolex,56.0,77.8,7,Brayden Gaerth,26.0,J J Enright,1,10.0,1.0,1216,4,13.0,7,56.15707215,0
7/11/2023,Bunbury,7,9,Schuhbeck,53.0,60.54374934,6,Ava Catarino,41.0,Holly Locke,0,195.0,9.0,1216,6,20.0,5,65.29078945,0
7/11/2023,Bunbury,7,10,Angel's My Name,55.5,79.46428581,4,J Whiting,6.0,G C Ballantyne,0,111.0,2.0,1216,5,13.0,3,67.96924342,0
7/11/2023,Canberra,1,1,Crucial Witness,59.0,66.41428571,5,Holly Durnan,2.400000095,G P Vella,0,186.0,9.0,1200,6,30.0,5,56.30416754,0
7/11/2023,Canberra,1,2,Paper Daisy,60.5,61.77916667,4,Billy Owen,6.5,Ms S Murray-Leslie,3,9.0,8.0,1200,5,18.0,3,67.81666645,0
7/11/2023,Canberra,1,3,Super Sprocket,57.0,68.225,1,Ms C Keatings,3.599999905,Jamie Stewart,6,18.0,2.0,1200,4,11.0,1,75.1,0
7/11/2023,Canberra,1,5,Port Douglas,58.0,71.059375006,2,Ellen Hennessy,19.0,Matthew Kelley,1,17.0,4.0,1200,7,29.0,4,65.81666645,0
7/11/2023,Canberra,1,6,Geminids,56.5,63.03333333,6,D R Beasley,4.199999809,N F Gardner,3,32.0,7.0,1200,5,23.0,2,72.63750005,0
7/11/2023,Canberra,1,7,Dollywood,55.0,72.554999952,3,Damon Budler,20.0,J M Cleary,1,17.0,1.0,1200,4,5.0,6,43.93750087,0
7/11/2023,Canberra,2,2,Poker Dice,60.0,67.45000029,1,Damon Budler,7.5,K R Dryden,5,32.0,6.0,2000,5,20.0,3,67.55000029,0
7/11/2023,Canberra,2,3,Booshang,58.5,75.2,5,Nick Heywood,2.25,Matthew Kelley,4,18.0,1.0,2000,4,7.0,4,64.10000029,0
7/11/2023,Canberra,2,4,Burgundy Girl,58.5,64.04166652,7,Billy Owen,5.5,K R Dryden,3,15.0,6.0,2000,5,19.0,1,74.9,0
7/11/2023,Canberra,2,5,Let's Say Grace,58.5,70.75,4,Simon Miller,6.5,Ms D Scott,8,10.0,2.0,2000,5,16.0,5,63.79999986,0
